Seccion,Subseccion,Contenido
 Products and services , Training Services and Learning Outsourcing ,"Services include: (1) Performance Consulting & Learning Strategy Development, (2) Training Design, Development & Delivery, (3) Learning Technologies and (4)Training Administration Raytheon Six Sigma Raytheon Six Sigma is the company's disciplined, knowledge-based approach designed to increase productivity, grow the business, enhance customer satisfaction and build a customer culture that embraces all of these goals. Daniel Burnham brought Six Sigma to Raytheon from AlliedSignal in 1998. This internal service provides six steps that guide projects to completion, the six steps being: visualize, commit, prioritize, characterize, improve, and achieve. Raytheon mentions in its annual reports the benefits it has enjoyed through Six Sigma."
 Products and services , Training Services and Learning Outsourcing ,"It has gained US$3.8 billion in financial benefit and has set a common language and culture across the company. Two lawsuits were filed against a Raytheon Company plant in St. Petersburg, Florida, due to concern with health risks, property values, and contamination in April 2008. Raytheon was given until the end of the month to independently test whether or not the groundwater that originated from its area was contaminated. According to the Florida Department of Environmental Protection (DEP), the groundwater contained carcinogenic contaminants, including trichloroethylene, 1,4-dioxane, and vinyl chloride."
 Products and services , Training Services and Learning Outsourcing ,"The DEP also reported that the clouds contained other toxins, such as lead and toluene.In 1995, Raytheon acquired Dallas-based E-Systems, including a site in St. Petersburg, Florida. In November 1991, prior to Raytheon's acquisition, contamination had been discovered at the E-Systems site. Soil and groundwater had been contaminated with the volatile organic compounds trichloroethylene and 1,4-Dioxane. In 2005, groundwater monitoring indicated polluted groundwater was moving into areas outside the site."
 Products and services , Training Services and Learning Outsourcing ,"According to DEP documentation, Raytheon has tested wells on its site since 1996 but had not delivered a final report; therefore, it was given a deadline on May 31, 2008, to investigate its groundwater."
 Products and services , Training Services and Learning Outsourcing ,"Contamination in the area has not affected anyone's drinking water supply or health, yet due to negative local media coverage lawsuits are being filed with claims against Raytheon citing decreases in property values.In another case, Raytheon was ordered by the Environmental Protection Agency (EPA) to treat groundwater at the Tucson Plant (acquired during the merger with Hughes) in Arizona since Raytheon used and disposed metals, chlorinated solvents, and other substances at the plant since 1951."
 Products and services , Training Services and Learning Outsourcing ,"The EPA further required the installation and operation of an oxidation process system to treat the solvents and make the water safe to drink.On 9 August 2006, The Stream Contact Centre in Derry, Northern Ireland, which had a contract with Raytheon at the time, was attacked by protesters. They destroyed the computers, documents, and mainframe of the office, and proceeded to occupy it for eight hours prior to their arrest. The activists were charged with criminal damage and affray under terrorism laws. The trial of six of the accused began May 19, 2008, in the Laganside Courts in Belfast."
 Products and services , Training Services and Learning Outsourcing ,"Colm Bryce, Gary Donnelly, Kieran Gallagher, Michael Gallagher, Sean Heaton, Jimmy Kelly, Paddy McDaid and Eamonn O'Donnell were acquitted of all charges on 11 June, with Eamonn McCann found guilty of the theft of two computer discs. By 2009, Raytheon reduced mercury in its operations by 46 percent, an initiative duly recognized by the EPA. By 2013, the company was also awarded the Goal Achievement Award by the EPA for excellence in greenhouse gas management."
 Products and services , Training Services and Learning Outsourcing ,"Raytheon 9 Tactical Control System Top 100 US Federal Contractors – $16.1 billion in FY2009 Raytheon Company website (Archived) Raytheon Company Semiconductor Division Files Kept to Monitor the Electronics Industry, 1965–1986 (call number M0661; 11.5 linear ft.) are housed in the Department of Special Collections and University Archives at Stanford University Libraries Direct political contributions"
 Synopsis ,,"German American Jerry Ensminger was a devoted Marine Corps Master Sgt. for nearly twenty-five years. As a drill instructor he lived and breathed the ""Corps"" and was responsible for indoctrinating thousands of new recruits with its motto Semper Fidelis or ""Always Faithful."" When Jerry's nine-year-old daughter Janey died of a rare type of leukemia, his world collapsed. As a grief-stricken father, he struggled for years to make sense of what happened. His search for answers led to the shocking discovery of a Marine Corps cover-up of one of the largest water contamination incidents in U.S. history."
 Synopsis ,,Semper Fi: Always Faithful follows Jerry's mission to expose the Marine Corps and force them to live up to their motto to the thousands of Marines and their families exposed to toxic chemicals. His fight reveals a grave injustice at North Carolina's Camp Lejeune and a looming environmental crisis at military sites across the country.
